commit_id,label,msg,code
68b033741b02c3ae54d649e858790732bc5c2d27,1.0,IMPROVEMENT : Added support for NTLM authentication ( IVY - 1094 ) ( thanks to Mathieu Anquetin ),"{'added_code': {'import org . apache . ivy . util . HostUtil ;', 'new MultiThreadedHttpConnectionManager ( ) ;', 'HostUtil . getLocalHostName ( ) , proxyRealm ) ) ;', 'throw new IOException ( ""The HTTP response code for "" + src', 'throw new IOException ( ""The HTTP response code for "" + url', 'httpClient . getParams ( ) . setParameter ( ""http . useragent"" ,', '+ ""commons - httpclient HeadMethod . Please use commons - httpclient 3 . 0 or ""', 'new AuthScope ( c . getHost ( ) , AuthScope . ANY PORT , c . getRealm ( ) ) ,', 'proxyRealm = System . getProperty ( ""http . auth . ntlm . domain"" ) ;', 'import org . apache . commons . httpclient . auth . AuthScope ;', 'HostUtil . getLocalHostName ( ) , c . getRealm ( ) ) ) ;', 'httpClient . getState ( ) . setProxyCredentials (', 'final MultiThreadedHttpConnectionManager connManager =', '+ proxyUserName ) ;', '+ "" did not indicate a success . "" + "" See log for more detail . "" ) ;', 'new AuthScope ( proxyHost , proxyPort , proxyRealm ) ,', 'List authPrefs = new ArrayList ( 3 ) ;', '""Apache Ivy / "" + Ivy . getIvyVersion ( ) ) ;', '+ ""a proxy server that is not well configured . "" ) ;', 'new NTCredentials ( c . getUserName ( ) , c . getPasswd ( ) ,', 'Message . verbose ( ""proxy configured : host = "" + proxyHost + "" port = "" + proxyPort + "" user = ""', 'authPrefs . add ( AuthPolicy . NTLM ) ;', 'import org . apache . commons . httpclient . NTCredentials ;', '+ ""use ivy with sufficient security permissions . "" ) ;', 'new NTCredentials ( proxyUserName , proxyPasswd ,'}, 'removed_code': {'List authPrefs = new ArrayList ( 2 ) ;', 'throw new IOException (', 'import org . apache . commons . httpclient . UsernamePasswordCredentials ;', '+ ""commons - httpclient HeadMethod . Please use commons - httpclient 3 . 0 or ""', '+ "" See log for more detail . "" ) ;', 'httpClient . getState ( ) . setProxyCredentials ( proxyRealm , proxyHost ,', '= new MultiThreadedHttpConnectionManager ( ) ;', 'httpClient . getState ( ) . setCredentials ( c . getRealm ( ) , c . getHost ( ) ,', 'new UsernamePasswordCredentials ( c . getUserName ( ) , c . getPasswd ( ) ) ) ;', '""The HTTP response code for "" + src + "" did not indicate a success . ""', 'final MultiThreadedHttpConnectionManager connManager', '""http . useragent"" , ""Apache Ivy / "" + Ivy . getIvyVersion ( ) ) ;', 'new UsernamePasswordCredentials ( proxyUserName , proxyPasswd ) ) ;', 'Message . verbose ( ""proxy configured : host = "" + proxyHost + "" port = "" + proxyPort', 'proxyRealm = null ;', '+ "" user = "" + proxyUserName ) ;', 'httpClient . getParams ( ) . setParameter (', '+ ""a proxy server that is not well configured . "" ) ;', '+ ""use ivy with sufficient security permissions . "" ) ;', '""The HTTP response code for "" + url + "" did not indicate a success . ""'}}"
50a7fdcaf8fb9a684a96568ceeb8643b4941c475,1.0,IO - 297 CharSequenceInputStream to efficiently stream content of a CharSequence,"{'added_code': {'public CharSequenceInputStream ( final CharSequence s , final Charset charset , int bufferSize ) {', 'if ( result . isError ( ) ) {', 'skipped + + ;', 'this . mark = this . cbuf . position ( ) ;', 'this . bbuf = ByteBuffer . allocate ( 124 ) ;', 'int bytesRead = 0 ;', 'import java . io . IOException ;', 'this . cbuf = CharBuffer . wrap ( s ) ;', 'this . bbuf . flip ( ) ;', 'this ( s , Charset . forName ( charset ) , bufferSize ) ;', 'private final ByteBuffer bbuf ;', 'import java . nio . CharBuffer ;', 'public CharSequenceInputStream ( final CharSequence s , final Charset charset ) {', 'if ( this . mark ! = - 1 ) {', 'import java . nio . charset . CharsetEncoder ;', 'off + = chunk ;', 'bytesRead + = chunk ;', 'fillBuffer ( ) ;', 'public void mark ( int readlimit ) {', 'return - 1 ;', 'private final CharsetEncoder encoder ;', 'this ( s , charset , 2048 ) ;', 'import java . nio . charset . CoderResult ;', 'throw new IndexOutOfBoundsException ( ""Array Size = "" + b . length +', 'this . encoder = charset . newEncoder ( )', '. onUnmappableCharacter ( CodingErrorAction . REPLACE ) ;', 'import java . nio . charset . Charset ;', 'public class CharSequenceInputStream extends InputStream {', 'this . cbuf . position ( this . mark ) ;', 'for ( ; ; ) {', 'private int mark ;', '"" , offset = "" + off + "" , length = "" + len ) ;', 'result . throwException ( ) ;', 'public void close ( ) throws IOException {', 'int skipped = 0 ;', 'public int read ( ) throws IOException {', '} else {', 'if ( len < 0 | | ( off + len ) > b . length ) {', 'while ( len > 0 ) {', 'private void fillBuffer ( ) throws IOException {', 'return skipped ;', 'this . bbuf . get ( b , off , chunk ) ;', 'if ( this . bbuf . hasRemaining ( ) ) {', 'CoderResult result = this . encoder . encode ( this . cbuf , this . bbuf , true ) ;', 'public boolean markSupported ( ) {', 'import java . nio . ByteBuffer ;', 'public long skip ( long n ) throws IOException {', 'if ( !this . bbuf . hasRemaining ( ) & & !this . cbuf . hasRemaining ( ) ) {', '@ Override', 'public int read ( byte [ ] b , int off , int len ) throws IOException {', 'import java . nio . charset . CodingErrorAction ;', 'super ( ) ;', 'len - = chunk ;', 'private final CharBuffer cbuf ;', 'while ( n > 0 & & this . cbuf . hasRemaining ( ) ) {', 'import java . io . InputStream ;', 'throw new NullPointerException ( ""Byte array is null"" ) ;', '}', 'return bytesRead = = 0 & & !this . cbuf . hasRemaining ( ) ? - 1 : bytesRead ;', '. onMalformedInput ( CodingErrorAction . REPLACE )', 'return this . bbuf . get ( ) & 0xFF ;', 'this . bbuf . compact ( ) ;', 'public CharSequenceInputStream ( final CharSequence s , final String charset ) {', 'break ;', 'public void reset ( ) throws IOException {', 'package org . apache . commons . io . input ;', 'this . cbuf . get ( ) ;', 'if ( b = = null ) {', 'int chunk = Math . min ( this . bbuf . remaining ( ) , len ) ;', 'n - - ;', 'public CharSequenceInputStream ( final CharSequence s , final String charset , int bufferSize ) {', 'public int available ( ) throws IOException {', 'this . mark = - 1 ;', 'return this . cbuf . remaining ( ) ;', 'return read ( b , 0 , b . length ) ;', 'return true ;', 'public int read ( byte [ ] b ) throws IOException {'}, 'removed_code': set()}"
fb7e1e265dd9e560b3a3127a6593b6602f60026c,1.0,MATH - 1274 : representation of Kolmogorov - Smirnov statistic as integral value,"{'added_code': {'final double tol = 1e - 12 ;', 'else {', 'if ( curD > = d ) {', 'else if ( - curD > supD ) {', '}', 'final long d = integralKolmogorovSmirnovStatistic ( x , y ) ;', 'return upperBound + 1l ;', 'private double integralExactP ( long d , int n , int m ) {', 'curD + = m ;', 'return integralExactP ( calculateIntegralD ( d , n , m , strict ) , n , m ) ;', 'if ( curD < = - d ) {', 'long curD = 0l ;', 'return integralMonteCarloP ( integralKolmogorovSmirnovStatistic ( x , y ) + ( ( strict ) ? 1l : 0l ) , x . length , y . length , MONTE CARLO ITERATIONS ) ;', 'break ;', 'long nm = n * ( long ) m ;', 'long upperBound = ( long ) FastMath . ceil ( ( d - tol ) * nm ) ;', 'if ( b [ j ] ) {', 'final long curD = integralKolmogorovSmirnovStatistic ( nSet , mSet ) ;', 'curD - = nn ;', 'return integralKolmogorovSmirnovStatistic ( x , y ) / ( ( double ) ( x . length * ( long ) y . length ) ) ;', 'private double integralMonteCarloP ( final long d , final int n , final int m , final int iterations ) {', 'curD - = n ;', 'supD = - curD ;', 'curD + = mm ;', 'return integralMonteCarloP ( calculateIntegralD ( d , n , m , strict ) , n , m , iterations ) ;', 'private static long calculateIntegralD ( double d , int n , int m , boolean strict ) {', 'tail + + ;', 'long supD = 0l ;', 'return upperBound ;', 'private long integralKolmogorovSmirnovStatistic ( double [ ] x , double [ ] y ) {', 'if ( strict & & lowerBound = = upperBound ) {', 'if ( curD > d | | ( curD = = d & & !strict ) ) {', 'return integralExactP ( integralKolmogorovSmirnovStatistic ( x , y ) + ( ( strict ) ? 1l : 0l ) , x . length , y . length ) ;', 'long lowerBound = ( long ) FastMath . floor ( ( d + tol ) * nm ) ;', 'for ( int j = 0 ; j < b . length ; + + j ) {'}, 'removed_code': {'final double curD = kolmogorovSmirnovStatistic ( nSet , mSet ) ;', 'final double tol = 1e - 12 ;', 'final double cdf m = rankM / ( double ) mm ;', 'final double d = kolmogorovSmirnovStatistic ( x , y ) ;', 'previous = b [ j ] ;', '}', 'final int order = Precision . compareTo ( curD , d , tol ) ;', 'final double cdf x = rankX / ( double ) n ;', 'for ( int j = 1 ; j < b . length ; + + j ) {', 'return monteCarloP ( kolmogorovSmirnovStatistic ( x , y ) , x . length , y . length , strict , MONTE CARLO ITERATIONS ) ;', 'import org . apache . commons . math4 . util . Precision ;', 'final double cdf n = rankN / ( double ) nn ;', 'int rankN = b [ 0 ] ? 1 : 0 ;', 'int rankM = b [ 0 ] ? 0 : 1 ;', 'final double curD = FastMath . abs ( cdf x - cdf y ) ;', 'final double curD = FastMath . abs ( cdf n - cdf m ) ;', 'if ( b [ j ] ) {', 'if ( order > 0 | | ( order = = 0 & & !strict ) ) {', 'final double cdf y = rankY / ( double ) m ;', 'rankN + + ;', 'rankM + + ;', 'return exactP ( kolmogorovSmirnovStatistic ( x , y ) , x . length , y . length , strict ) ;', 'if ( b [ j ] ! = previous ) {', 'boolean previous = b [ 0 ] ;', 'double supD = 0d ;'}}"
16e434606776d7961f8b67b7d1062e15f23facf0,1.0,[ VFS - 291 ] ZIP archives are not properly closed after unzipping and cannot be deleted until the JVM exists .,"{'added_code': {'getAbstractFileSystem ( ) . getZipFile ( ) ;', 'protected void doAttach ( ) throws Exception {', '}', 'getAbstractFileSystem ( ) . close ( ) ;', '@ Override', 'protected void doDetach ( ) throws Exception {'}, 'removed_code': set()}"
00513a091d6cebf1ed4c5e2b6619dc36a4b5bbc6,1.0,"Workaround for VFS - 245 - equals ( ) , hashcode ( ) and compareTo ( ) will return the same results regardless of the FileType changing","{'added_code': {'return ( getKey ( ) . equals ( that . getKey ( ) ) ) ;', 'if ( key = = null )', '}', 'private String key = null ;', 'key = createURI ( true , true ) ;', 'return createURI ( false , false ) ;', 'return false ;', 'if ( this = = o )', 'appendRootUri ( buffer , usePassword ) ;', 'if ( o = = null | | getClass ( ) ! = o . getClass ( ) )', 'return key ;', 'return getKey ( ) . compareTo ( name . getKey ( ) ) ;', 'public String getFriendlyURI ( )', 'public boolean equals ( Object o )', 'private String getKey ( )', 'buffer . append ( useAbsolutePath ? absPath : getPath ( ) ) ;', 'return getKey ( ) . hashCode ( ) ;', 'public int hashCode ( )', 'AbstractFileName that = ( AbstractFileName ) o ;', '{', 'return createURI ( false , true ) ;', 'return true ;', 'private String createURI ( boolean useAbsolutePath , boolean usePassword )'}, 'removed_code': {'buffer . append ( getPath ( ) ) ;', 'calculatedHashCode = getRootURI ( ) . hashCode ( ) ^ getPath ( ) . hashCode ( ) ;', 'calculateHashCode = false ;', '}', 'final StringBuilder buffer = new StringBuilder ( ) ;', 'return ret ;', 'public boolean equals ( final Object obj )', 'int ret = getRootURI ( ) . compareTo ( name . getRootURI ( ) ) ;', 'return buffer . toString ( ) ;', 'appendRootUri ( buffer , true ) ;', 'if ( ! ( obj instanceof AbstractFileName ) )', 'private boolean calculateHashCode = true ;', 'return false ;', 'if ( calculateHashCode )', 'appendRootUri ( buffer , false ) ;', 'if ( ret ! = 0 )', 'return getRootURI ( ) . equals ( name . getRootURI ( ) ) & & getPath ( ) . equals ( name . getPath ( ) ) ;', 'try', 'public String getFriendlyURI ( )', 'throw new RuntimeException ( e . getMessage ( ) ) ;', 'return getPathDecoded ( ) . compareTo ( name . getPathDecoded ( ) ) ;', 'return calculatedHashCode ;', 'public int hashCode ( )', 'catch ( FileSystemException e )', '{', 'private int calculatedHashCode ;', 'final AbstractFileName name = ( AbstractFileName ) obj ;'}}"
f1cbfeab32df7fa41945204568e01fb2d4c4a4b8,1.0,Replace StringTokenizer with OpenNLP Tokenizer The StringTokenizer was used to perform white space tokenization long before the WhitespaceTokenizer became a part of OpenNLP . This change also allows to pass in some tokenizer to make it easier to tokenize an input sentence without using pipes . See issue OPENNLP - 857 for more details . Thanks to Tristan Nixon for providing a patch!,"{'added_code': {'Parser parser = ParserFactory . create ( model , beamSize , advancePercentage ) ;', '}', 'import java . util . Arrays ;', 'import opennlp . tools . tokenize . TokenizerME ;', 'Tokenizer tokenizer = WhitespaceTokenizer . INSTANCE ;', 'import opennlp . tools . tokenize . WhitespaceTokenizer ;', 'if ( tokenizerModelName ! = null ) {', 'TokenizerModel tokenizerModel = new TokenizerModelLoader ( ) . load ( new File ( tokenizerModelName ) ) ;', 'import opennlp . tools . cmdline . tokenizer . TokenizerModelLoader ;', 'return parseLine ( line , parser , WhitespaceTokenizer . INSTANCE , numParses ) ;', 'public static Parse [ ] parseLine ( String line , Parser parser , Tokenizer tokenizer , int numParses ) {', 'List < String > tokens = Arrays . asList ( tokenizer . tokenize ( line ) ) ;', 'public static Parse [ ] parseLine ( String line , Parser parser , int numParses ) {', '+ "" - k n : Show the top n parses . This will also display their log - probablities . \\ n""', 'String tokenizerModelName = CmdLineUtil . getParameter ( "" - tk"" , args ) ;', 'import opennlp . tools . tokenize . Tokenizer ;', 'import opennlp . tools . tokenize . TokenizerModel ;', 'import opennlp . tools . parser . Parser ;', 'Parse [ ] parses = parseLine ( line , parser , tokenizer , numParses ) ;', 'return ""Usage : "" + CLI . CMD + "" "" + getName ( ) + "" [ - bs n - ap n - k n - tk tok model ] model < sentences \\ n""', '+ "" - tk tok model : Use the specified tokenizer model to tokenize the sentences . Defaults to a WhitespaceTokenizer . "" ;', 'tokenizer = new TokenizerME ( tokenizerModel ) ;', 'for ( String tok : tokens ) {', 'String text = sb . substring ( 0 , sb . length ( ) ) ;'}, 'removed_code': {'String text = sb . substring ( 0 , sb . length ( ) - 1 ) ;', 'List < String > tokens = new ArrayList < String > ( ) ;', 'while ( str . hasMoreTokens ( ) ) {', 'Parse [ ] parses = parseLine ( line , parser , numParses ) ;', 'import java . util . StringTokenizer ;', '+ "" - k n : Show the top n parses . This will also display their log - probablities . "" ;', 'tokens . add ( tok ) ;', 'String tok = str . nextToken ( ) ;', 'import java . util . ArrayList ;', 'opennlp . tools . parser . Parser parser =', 'StringTokenizer str = new StringTokenizer ( line ) ;', 'return ""Usage : "" + CLI . CMD + "" "" + getName ( ) + "" [ - bs n - ap n - k n ] model < sentences \\ n""', 'public static Parse [ ] parseLine ( String line , opennlp . tools . parser . Parser parser , int numParses ) {', 'ParserFactory . create ( model , beamSize , advancePercentage ) ;'}}"
007ccb24ec4b6f9b8480ec0cfd9bc1894bfdee0e,1.0,Reworked XMLBeanDeclaration to work with new hierarchical configurations . The can now deal with arbitrary node types for which a node handler is available .,"{'added_code': {'Object value = nd . getAttribute ( attr ) ;', 'return handler . getAttributeValue ( node , key ) ;', 'nested . put ( child . nodeName ( ) , createBeanDeclaration ( child ) ) ;', 'import java . util . Set ;', 'protected boolean isReservedName ( String name )', 'private void initSubnodeConfiguration ( HierarchicalConfiguration < ? > conf )', 'return wrapInNodeData ( handler . getChildren ( node ) ) ;', '+ node . nodeName ( ) ) ;', 'public NodeData ( T nd , NodeHandler < T > hndlr )', 'tmpconfiguration = new BaseHierarchicalConfiguration ( ) ;', 'return name = = null | | name . startsWith ( RESERVED PREFIX ) ;', 'BeanDeclaration createBeanDeclaration ( NodeData < ? > node )', 'return getConfiguration ( ) . getString ( ATTR BEAN FACTORY , null ) ;', 'private static boolean isBeanDeclarationArgument ( NodeData < ? > nd )', '}', 'import org . apache . commons . configuration . BaseHierarchicalConfiguration ;', 'NodeData < ? > getNode ( )', 'private List < NodeData < T > > wrapInNodeData ( List < T > nodes )', 'public Object getAttribute ( String key )', 'this . node = createNodeDataFromConfiguration ( tmpconfiguration ) ;', 'for ( NodeData < ? > child : getNode ( ) . getChildren ( ) )', 'return handler . getAttributes ( node ) ;', 'static class NodeData < T >', 'HierarchicalConfiguration < T > config )', '. equals ( node ) ;', 'public < T > XMLBeanDeclaration ( HierarchicalConfiguration < T > config , String key )', 'return !nd . getAttributes ( ) . contains ( ATTR BEAN CLASS NAME ) ;', 'props . put ( key , interpolate ( getNode ( ) . getAttribute ( key ) ) ) ;', 'import org . apache . commons . configuration . tree . NodeHandler ;', 'for ( String key : getNode ( ) . getAttributes ( ) )', 'private final NodeHandler < T > handler ;', 'throw new ConfigurationRuntimeException ( ""Unable to match node for ""', 'handler = hndlr ;', 'node = nd ;', 'private final T node ;', 'public String nodeName ( )', 'return config . getNodeModel ( ) . getNodeHandler ( ) . getRootNode ( )', 'if ( !isReservedName ( key ) )', 'return new XMLBeanDeclaration ( config , node ) ;', 'NodeHandler < T > handler = config . getNodeModel ( ) . getNodeHandler ( ) ;', 'private static < T > NodeData < T > createNodeDataFromConfiguration (', 'if ( node . matchesConfigRootNode ( config ) )', 'NodeData < ? > node )', 'private String getAttribute ( NodeData < ? > nd , String attr )', 'List < NodeData < T > > result = new ArrayList < NodeData < T > > ( nodes . size ( ) ) ;', 'for ( T node : nodes )', 'if ( nested . containsKey ( child . nodeName ( ) ) )', 'return handler . nodeName ( node ) ;', 'if ( !isReservedName ( child . nodeName ( ) ) )', 'return wrapInNodeData ( handler . getChildren ( node , name ) ) ;', 'public < T > XMLBeanDeclaration ( HierarchicalConfiguration < T > config )', '. configurationsAt ( node . nodeName ( ) ) )', 'return ( value = = null ) ? null : String . valueOf ( interpolate ( value ) ) ;', 'public List < NodeData < T > > getChildren ( String name )', 'catch ( ConfigurationRuntimeException iex )', 'result . add ( new NodeData < T > ( node , handler ) ) ;', 'public Set < String > getAttributes ( )', 'nested . put ( child . nodeName ( ) , list ) ;', 'private ConstructorArg createConstructorArg ( NodeData < ? > child )', 'public List < NodeData < T > > getChildren ( )', 'private final HierarchicalConfiguration < ? > configuration ;', 'private final NodeData < ? > node ;', 'Object obj = nested . get ( child . nodeName ( ) ) ;', 'public HierarchicalConfiguration < ? > getConfiguration ( )', 'return node ;', '{', 'public < T > XMLBeanDeclaration ( HierarchicalConfiguration < T > config , String key ,', 'for ( HierarchicalConfiguration < ? > config : getConfiguration ( )', 'XMLBeanDeclaration ( HierarchicalConfiguration < ? > config ,', 'public boolean matchesConfigRootNode ( HierarchicalConfiguration < ? > config )', 'return result ;', 'HierarchicalConfiguration < ? > tmpconfiguration ;', 'getConfiguration ( ) . getInterpolator ( ) ;', 'return new NodeData < T > ( handler . getRootNode ( ) , handler ) ;', 'for ( NodeData < ? > child : getNode ( ) . getChildren ( ELEM CTOR ARG ) )'}, 'removed_code': {'Object obj = nested . get ( child . getName ( ) ) ;', 'private void initSubnodeConfiguration ( SubnodeConfiguration conf )', 'tmpnode = new DefaultConfigurationNode ( ) ;', 'conf . setThrowExceptionOnMissing ( false ) ;', 'public ConfigurationNode getNode ( )', 'else', 'if ( node = = null )', 'private static boolean isBeanDeclarationArgument ( ConfigurationNode nd )', 'for ( ConfigurationNode child : getNode ( ) . getChildren ( ) )', '. valueOf ( interpolate ( attributes . get ( 0 ) . getValue ( ) ) ) ;', '}', 'private final ConfigurationNode node ;', '""Configuration must not be null!"" ) ;', 'public SubnodeConfiguration getConfiguration ( )', 'Iterator < SubnodeConfiguration > iter = list . iterator ( ) ;', 'return attributes . isEmpty ( ) ? null : String', 'tmpnode = tmpconfiguration . getRootNode ( ) ;', 'getConfiguration ( ) . getParent ( ) . getInterpolator ( ) ;', 'if ( nested . containsKey ( child . getName ( ) ) )', 'return nd . getAttributes ( ATTR BEAN CLASS NAME ) . isEmpty ( ) ;', 'private String getAttribute ( ConfigurationNode nd , String attr )', 'import org . apache . commons . configuration . tree . DefaultConfigurationNode ;', 'SubnodeConfiguration tmpconfiguration = null ;', 'ConfigurationNode tmpnode = null ;', 'public XMLBeanDeclaration ( HierarchicalConfiguration config )', 'protected BeanDeclaration createBeanDeclaration ( ConfigurationNode node )', 'catch ( IllegalArgumentException iex )', 'if ( !isReservedNode ( attr ) )', 'props . put ( attr . getName ( ) , interpolate ( attr . getValue ( ) ) ) ;', 'throw new IllegalArgumentException (', 'SubnodeConfiguration config = iter . next ( ) ;', 'return new XMLBeanDeclaration ( config , node ) ;', 'for ( ConfigurationNode attr : getNode ( ) . getAttributes ( ) )', 'this . node = tmpnode ;', 'if ( config . getRootNode ( ) . equals ( node ) )', 'if ( config = = null )', 'while ( iter . hasNext ( ) )', 'public XMLBeanDeclaration ( HierarchicalConfiguration config , String key )', 'for ( ConfigurationNode child : getNode ( ) . getChildren ( ELEM CTOR ARG ) )', 'List < ConfigurationNode > attributes = nd . getAttributes ( attr ) ;', 'return new XMLBeanDeclaration ( list . get ( 0 ) , node ) ;', 'return getConfiguration ( ) . getString ( ATTR BEAN FACTORY ) ;', 'throw new IllegalArgumentException ( ""Node must not be null!"" ) ;', 'tmpconfiguration = config . configurationAt ( null ) ;', 'private final SubnodeConfiguration configuration ;', 'public XMLBeanDeclaration ( HierarchicalConfiguration config , String key ,', 'public XMLBeanDeclaration ( SubnodeConfiguration config ,', 'if ( list . size ( ) = = 1 )', 'throw new ConfigurationRuntimeException ( ""Unable to match node for "" + node . getName ( ) ) ;', 'if ( !isReservedNode ( child ) )', 'import org . apache . commons . configuration . tree . ConfigurationNode ;', 'return node ;', 'nested . put ( child . getName ( ) , createBeanDeclaration ( child ) ) ;', 'import org . apache . commons . configuration . SubnodeConfiguration ;', 'import java . util . Iterator ;', '{', 'ConfigurationNode node )', 'List < SubnodeConfiguration > list = getConfiguration ( ) . configurationsAt ( node . getName ( ) ) ;', 'protected boolean isReservedNode ( ConfigurationNode nd )', 'private ConstructorArg createConstructorArg ( ConfigurationNode child )', 'return nd . getName ( ) = = null | | nd . getName ( ) . startsWith ( RESERVED PREFIX ) ;', 'nested . put ( child . getName ( ) , list ) ;'}}"
25ad33cb9e0c73a0898be36f3dbbf96a5e14efe0,1.0,MATH - 989 Added method to check whether a point is within the interpolation range .,"{'added_code': {'y > yval [ yval . length - 1 ] ) {', 'public boolean isValidPoint ( double x , double y ) {', '} else {', 'y < yval [ 0 ] | |', 'return true ;', 'x > xval [ xval . length - 1 ] | |', '}', 'if ( x < xval [ 0 ] | |', 'return false ;'}, 'removed_code': set()}"
f9ce41a0d6be994f6aceeafaed71f23487770aa5,1.0,Sandbox was not dependent on vfs2 . Convert many StringBuffers to StringBuilder . Convert HashMap to ConcurrentHashMap in Messages class,"{'added_code': {'public AbstractFileName ( final String scheme , final String absPath , FileType type )', 'final StringBuilder buffer = new StringBuilder ( ) ;', 'protected abstract void appendRootUri ( StringBuilder buffer , boolean addPassword ) ;'}, 'removed_code': {'final String absPath , FileType type )', 'public AbstractFileName ( final String scheme ,', 'protected abstract void appendRootUri ( StringBuffer buffer , boolean addPassword ) ;', 'final StringBuffer buffer = new StringBuffer ( ) ;'}}"
84e490b66f61e11366b62efc42e64b60ae7db35b,1.0,IMPROVEMENT : Ivy doesn't support Maven 2 . 0 . 9 'import' scope ( IVY - 807 ),"{'added_code': {'for ( Iterator it2 = depMgt . iterator ( ) ; it2 . hasNext ( ) ; ) {', 'ResolvedModuleRevision importModule = parseOtherPom ( ivySettings ,', 'ModuleRevisionId importModRevID = ModuleRevisionId . newInstance (', 'throw new IOException ( ""Impossible to import module for "" + descriptorURL + "" . ""', 'mdBuilder . addDependencyMgt ( ( PomDependencyMgt ) it2 . next ( ) ) ;', 'if ( ""import"" . equals ( dep . getScope ( ) ) ) {', 'importModRevID ) ;', 'if ( importModule ! = null ) {', 'dep . getGroupId ( ) ,', '+ "" Import = "" + importModRevID ) ;', '}', 'List depMgt = PomModuleDescriptorBuilder . getDependencyManagements ( importDescr ) ;', '} else {', 'mdBuilder . addDependencyMgt ( dep ) ;', 'dep . getArtifactId ( ) ,', 'dep . getVersion ( ) ) ;', 'ModuleDescriptor importDescr = importModule . getDescriptor ( ) ;'}, 'removed_code': {'mdBuilder . addDependencyMgt ( dep ) ;'}}"
ce8cb2ab13dfe6b68fc1ecbf7ae0f165e51014bd,1.0,FIX : Maven 'orbit' and 'pear' packaging is now supported ( IVY - 899 ),"{'added_code': {'""jbi - component"" , ""jbi - shared - library"" , ""orbit"" } ) ;', 'ext = ""phar"" ;', '} else if ( ""pear"" . equals ( packaging ) ) {'}, 'removed_code': {'""jbi - component"" , ""jbi - shared - library"" } ) ;'}}"
d8bbd2f6cb457e84429ef13425851beb272a09af,1.0,NET - 442 StringIndexOutOfBoundsException : String index out of range : - 1 if server respond with root is current directory,"{'added_code': {'int end = reply . lastIndexOf ( "" \\ "" "" ) ;', 'int begin = reply . indexOf ( \'""\' ) ;', 'if ( begin = = - 1 ) {', 'if ( end ! = - 1 ) {', 'return reply . substring ( begin + 1 , end ) . replace ( "" \\ "" \\ """" , "" \\ """" ) ;', '}', 'private static String parsePathname ( String reply )', 'return reply . substring ( REPLY CODE LEN + 1 ) ;'}, 'removed_code': {'return reply . substring ( begin , end ) ;', 'int begin = reply . indexOf ( \'""\' ) + 1 ;', 'private String parsePathname ( String reply )', 'int end = reply . indexOf ( \'""\' , begin ) ;'}}"
